StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours
6280.0,David Hernandez,Male,0.7999999999999998,0.4545454545454546,A,1.0,Medium,A,0.81
1470.0,Michelle Jones,Female,1.0,0.09090909090909094,A,1.0,Medium,A,0.0
1166.0,Tonya Gonzalez,Male,0.7999999999999998,0.7727272727272728,C,0.3333333333333333,Low,A,0.8500000000000001
8342.0,Sarah Johnson,Male,0.7999999999999998,0.4545454545454546,A,0.0,Low,A,0.65
8753.0,Grace Valencia,Female,0.0,0.18181818181818177,A,0.3333333333333333,Low,A,0.64
8216.0,Laura Cortez,Female,0.31999999999999984,0.31818181818181823,A,0.3333333333333333,High,A,0.7
3485.0,Lori Miller,Male,0.8399999999999999,0.4545454545454546,A,1.0,High,B,0.88
9561.0,Lori Gomez PhD,Female,0.5999999999999996,0.40909090909090906,A,1.0,Medium,A,0.78
4824.0,Maria Carter,Female,0.8399999999999999,0.7727272727272728,C,0.6666666666666666,Low,A,0.8200000000000001
2169.0,Daniel Hood,Male,0.31999999999999984,0.4545454545454546,A,1.0,Medium,A,0.56
7594.0,Amanda Hernandez,Female,0.48,0.18181818181818177,A,0.3333333333333333,High,A,0.52
8708.0,Taylor Merritt DVM,Female,0.7199999999999998,0.09090909090909094,A,0.0,Low,A,0.98
8451.0,Nathan Navarro,Male,1.0,0.4545454545454546,A,0.6666666666666666,Medium,B,0.9099999999999999
7770.0,Lisa Zimmerman,Male,0.8799999999999999,0.18181818181818177,A,1.0,Medium,A,0.88
9165.0,Angelica Steele,Female,0.48,0.4545454545454546,C,0.3333333333333333,Medium,A,0.73
4122.0,Gregory Daniels,Male,0.7999999999999998,0.4545454545454546,C,0.3333333333333333,Low,A,0.9099999999999999
9022.0,Eric Davis,Male,0.5999999999999996,0.18181818181818177,A,0.3333333333333333,Medium,B,0.88
7325.0,Ruth Davis,Male,0.5999999999999996,0.31818181818181823,B,0.6666666666666666,Low,A,0.9299999999999999
1474.0,Alison Lang,Male,1.0,0.31818181818181823,A,0.3333333333333333,Medium,C,0.57
8237.0,Robert Howard,Female,0.8399999999999999,0.4545454545454546,C,0.6666666666666666,Medium,A,0.6
2747.0,Rebecca Brown,Male,0.0,0.6363636363636364,A,1.0,Medium,A,0.51
4115.0,Derek Parks,Female,0.31999999999999984,0.5454545454545455,A,0.6666666666666666,Medium,A,0.79
2476.0,Jennifer Baker,Female,1.0,0.0,B,1.0,High,B,0.9400000000000001
3695.0,Diana Schultz,Female,0.5999999999999996,0.4545454545454546,A,0.6666666666666666,Medium,A,0.57
7242.0,Heather Johnson,Female,0.7999999999999998,0.7727272727272728,A,0.3333333333333333,Low,B,0.66
2035.0,Robert Lowery,Female,0.7199999999999998,0.0,A,0.0,High,A,0.65
6942.0,Brent Burns,Male,1.0,0.18181818181818177,A,0.3333333333333333,Medium,A,0.59
2501.0,Melissa Barber,Male,0.8399999999999999,0.31818181818181823,A,0.3333333333333333,High,B,0.89
1258.0,Courtney Haas,Male,0.7199999999999998,0.31818181818181823,B,0.0,Low,A,0.8700000000000001
6931.0,Sarah Ross,Male,0.5999999999999996,0.18181818181818177,A,1.0,High,B,0.65
8433.0,Jaime Nguyen,Female,0.7999999999999998,0.5454545454545455,B,1.0,Medium,A,0.9400000000000001
2099.0,Christina Thompson,Male,0.7999999999999998,0.5454545454545455,C,0.6666666666666666,Low,A,0.9099999999999999
3535.0,Tracy Gibbs,Female,0.8799999999999999,0.5454545454545455,A,0.6666666666666666,Medium,A,0.88
3972.0,Robert Davis,Male,0.8399999999999999,0.0,A,0.0,Low,A,0.55
1861.0,James Stewart,Male,0.31999999999999984,0.6363636363636364,A,0.6666666666666666,Medium,A,0.8300000000000001
7785.0,Brent Mendoza,Female,0.8799999999999999,0.18181818181818177,A,0.3333333333333333,Medium,A,0.64
9633.0,Dawn Taylor,Female,0.5999999999999996,0.7727272727272728,C,1.0,High,A,0.6
5186.0,Larry Brown,Female,1.0,0.5454545454545455,A,0.3333333333333333,Low,C,0.59
9196.0,Miss Teresa Hernandez MD,Female,0.7999999999999998,0.0,A,0.0,High,A,0.96
7626.0,Edward Baker,Female,0.7199999999999998,0.5454545454545455,C,0.3333333333333333,Medium,B,0.9
6928.0,Diana Gould,Male,0.0,0.5454545454545455,A,0.0,Low,C,0.76
6752.0,Paul Hull,Male,0.8799999999999999,0.5454545454545455,B,0.6666666666666666,High,B,0.8
3902.0,Allison Hamilton,Female,0.5999999999999996,0.6363636363636364,A,0.3333333333333333,Low,A,0.8200000000000001
6179.0,John King,Male,0.5999999999999996,0.5454545454545455,A,0.3333333333333333,Low,A,0.9
9307.0,Connie Cooper,Female,0.5999999999999996,0.6363636363636364,B,0.3333333333333333,Medium,A,0.8300000000000001
5059.0,Michaela Powell,Female,0.5999999999999996,0.18181818181818177,B,1.0,High,A,0.0
7697.0,Lawrence Roberts,Female,0.8399999999999999,0.31818181818181823,A,0.6666666666666666,Medium,A,0.78
5128.0,Nicholas Robinson DDS,Male,1.0,0.5454545454545455,A,0.0,Medium,A,0.98
3112.0,Jill Smith,Male,0.7199999999999998,0.18181818181818177,C,0.3333333333333333,High,B,0.55
9331.0,Michael Burns,Female,0.5999999999999996,1.0,A,0.0,High,A,0.97
4711.0,Adam Weaver,Male,0.31999999999999984,0.5454545454545455,A,0.6666666666666666,Low,B,0.92
6517.0,Melvin Mcgee,Male,0.8399999999999999,0.0,B,0.0,High,A,0.9
1715.0,William Banks,Female,1.0,0.7727272727272728,A,1.0,Medium,A,0.62
5670.0,Gregory Davila,Male,0.31999999999999984,0.4545454545454546,A,0.6666666666666666,High,C,0.55
6727.0,Rebekah Finley,Male,0.0,0.31818181818181823,C,0.6666666666666666,Medium,A,0.69
4678.0,Robert Martinez,Male,1.0,0.5454545454545455,A,0.0,High,A,0.64
8685.0,Steven Crawford,Female,0.8399999999999999,0.31818181818181823,A,0.3333333333333333,Medium,A,0.92
2029.0,George Cannon,Male,0.5999999999999996,0.6363636363636364,B,0.3333333333333333,Low,B,0.79
9576.0,Stephanie Lawrence,Female,0.7999999999999998,0.18181818181818177,B,0.6666666666666666,Low,B,0.51
6447.0,Adam Blackwell,Male,0.5999999999999996,1.0,B,0.3333333333333333,Low,B,0.92
8840.0,Andrew Owens,Male,0.31999999999999984,0.5454545454545455,A,0.3333333333333333,Medium,A,0.52
6170.0,John Sexton,Female,0.48,0.0,B,0.3333333333333333,Medium,A,0.88
4060.0,Leon Nguyen,Female,0.5999999999999996,1.0,B,0.6666666666666666,High,C,0.54
9937.0,John White,Female,1.0,0.5454545454545455,A,0.3333333333333333,Low,A,0.65
3730.0,Justin Martinez,Female,1.0,0.40909090909090906,A,0.3333333333333333,Low,C,0.64
3068.0,Jacob Murray,Male,0.8799999999999999,1.0,A,0.0,Low,A,0.8
7077.0,Anthony Green,Female,0.5999999999999996,0.5454545454545455,A,0.0,Low,A,0.7
8311.0,Michael Smith,Male,0.8399999999999999,0.4545454545454546,A,1.0,High,B,0.9299999999999999
8292.0,William Hogan,Male,1.0,1.0,A,0.6666666666666666,Low,A,0.95
3114.0,Keith Wu,Female,0.48,0.31818181818181823,A,0.6666666666666666,High,A,0.5800000000000001
9234.0,Ronald Stewart,Male,0.8399999999999999,0.6363636363636364,B,0.0,Low,A,0.8600000000000001
1674.0,Ronald Schmidt,Male,0.7999999999999998,0.31818181818181823,A,0.6666666666666666,Low,A,0.88
9159.0,Courtney Bradley,Female,0.7199999999999998,0.40909090909090906,A,0.0,Medium,A,0.54
8202.0,Deanna Gonzalez,Female,0.5999999999999996,0.40909090909090906,A,0.3333333333333333,Low,B,0.66
6658.0,Darrell Adams,Female,0.31999999999999984,1.0,B,0.6666666666666666,High,A,0.62
8366.0,Michael Mata,Male,0.31999999999999984,0.5454545454545455,A,0.6666666666666666,Medium,A,0.71
5681.0,Jill Williams,Male,0.7999999999999998,0.0,B,0.6666666666666666,Low,A,0.88
7563.0,Julia Russell,Male,0.8399999999999999,0.18181818181818177,A,0.3333333333333333,Low,A,0.54
4261.0,Tonya Thompson,Female,0.48,0.31818181818181823,A,0.3333333333333333,High,A,0.9
1436.0,Elizabeth Andersen,Female,0.7199999999999998,0.6363636363636364,A,1.0,Low,A,0.79
4340.0,Christopher Jones,Female,0.48,0.6363636363636364,A,0.3333333333333333,Low,B,0.76
8932.0,Alexis Bates,Male,0.8799999999999999,0.4545454545454546,B,0.6666666666666666,High,A,0.89
7464.0,Omar Gonzalez,Female,0.31999999999999984,0.4545454545454546,A,0.6666666666666666,Low,A,0.67
8849.0,Melissa Perry,Male,0.8799999999999999,0.18181818181818177,A,0.6666666666666666,Low,A,0.57
4972.0,Dawn Torres,Male,0.48,0.7727272727272728,A,0.3333333333333333,High,C,0.67
5676.0,Anna Rollins MD,Male,0.7999999999999998,0.6363636363636364,A,0.6666666666666666,Low,A,0.96
3880.0,Timothy Barrera,Male,0.0,0.40909090909090906,B,0.6666666666666666,High,A,0.65
6489.0,Susan Morris,Female,0.5999999999999996,0.18181818181818177,B,0.3333333333333333,High,B,0.73
3875.0,Kristy Rhodes,Female,0.0,0.18181818181818177,A,0.6666666666666666,Medium,A,0.59
7813.0,Mrs. Kathy Woodward,Female,0.48,0.7727272727272728,A,1.0,High,B,0.72
2279.0,Alexis Horn,Male,0.5999999999999996,0.18181818181818177,B,1.0,Low,B,0.57
2904.0,Shannon Harris DDS,Male,0.8399999999999999,0.40909090909090906,A,0.6666666666666666,Medium,A,0.73
8484.0,Alicia Ortiz,Male,0.48,0.40909090909090906,A,0.3333333333333333,Medium,A,0.0
1372.0,Gina Palmer,Female,0.5999999999999996,0.18181818181818177,C,0.6666666666666666,Medium,A,0.62
8314.0,David Anderson,Male,0.8799999999999999,0.31818181818181823,C,0.3333333333333333,High,B,0.61
4948.0,Kathy Sandoval,Male,0.7199999999999998,0.09090909090909094,A,0.3333333333333333,Low,C,0.98
7363.0,Michael Webb,Male,0.7199999999999998,0.7727272727272728,A,0.6666666666666666,Medium,A,0.55
1844.0,Ronnie Taylor,Female,0.0,0.6363636363636364,A,0.3333333333333333,High,A,0.9
8854.0,Matthew Miller,Male,1.0,0.4545454545454546,A,1.0,High,A,0.8700000000000001
4974.0,Shelly Hurley,Male,0.0,0.7727272727272728,B,0.3333333333333333,Medium,C,0.73
6053.0,Mr. Martin Dominguez MD,Female,1.0,0.18181818181818177,A,0.3333333333333333,High,A,0.88
5836.0,Anthony Smith,Male,0.8799999999999999,1.0,A,0.0,Low,A,0.75
5216.0,John Lopez,Female,0.5999999999999996,0.40909090909090906,B,0.3333333333333333,High,B,0.8600000000000001
9882.0,Nathan Rodgers,Male,0.48,0.31818181818181823,A,0.3333333333333333,High,C,0.57
2113.0,Martin Walker,Male,0.5999999999999996,0.7727272727272728,B,0.3333333333333333,Medium,A,0.81
8993.0,Jesus Wood,Male,0.5999999999999996,0.18181818181818177,B,0.0,High,A,0.76
1280.0,Kelly Bell,Female,0.31999999999999984,0.5454545454545455,A,0.6666666666666666,High,A,0.6
6807.0,Kathryn Randall,Female,0.0,0.5454545454545455,A,0.0,Medium,A,0.62
5914.0,Sarah Norris,Male,0.5999999999999996,0.5454545454545455,C,0.0,Medium,B,0.74
8790.0,William Wade,Female,0.5999999999999996,0.5454545454545455,A,0.6666666666666666,Low,A,0.59
7288.0,Teresa Sanders,Male,0.7999999999999998,0.18181818181818177,A,0.3333333333333333,High,C,0.62
7499.0,Richard Oneal,Female,0.5999999999999996,0.4545454545454546,A,0.3333333333333333,High,A,0.78
4043.0,Christine Cooper,Female,0.7999999999999998,0.6363636363636364,A,1.0,Low,A,0.54
2674.0,Loretta Gonzalez,Male,0.7999999999999998,0.09090909090909094,C,0.3333333333333333,Low,B,0.76
2468.0,Douglas Ingram,Female,0.48,0.5454545454545455,A,1.0,Medium,C,0.51
2387.0,Randy Anderson,Male,0.8399999999999999,0.18181818181818177,B,0.0,High,B,0.63
3390.0,Donna Shaw,Male,0.31999999999999984,0.0,A,0.0,Medium,A,0.89
7224.0,Taylor Acosta,Female,0.5999999999999996,1.0,C,1.0,High,A,0.66
8848.0,Danielle Scott,Female,0.31999999999999984,0.0,A,0.6666666666666666,Low,A,0.98
6339.0,Melissa Aguirre,Female,0.7199999999999998,0.0,A,0.6666666666666666,Low,A,0.8
5139.0,Kimberly Lambert,Male,0.0,0.0,A,0.3333333333333333,Low,A,0.79
9907.0,Rebecca Mendoza DDS,Male,1.0,0.18181818181818177,A,0.6666666666666666,High,A,0.8300000000000001
1725.0,Michael Anderson,Female,1.0,0.0,A,0.3333333333333333,High,A,0.61
8303.0,Hannah Gentry,Female,0.0,0.40909090909090906,A,0.6666666666666666,High,A,1.0
5840.0,Patrick Reed,Female,0.7999999999999998,0.5454545454545455,B,0.3333333333333333,Medium,A,0.73
1370.0,Thomas Lee,Female,0.7999999999999998,0.09090909090909094,A,0.6666666666666666,High,B,0.5800000000000001
8037.0,Michael Martinez,Female,0.5999999999999996,0.7727272727272728,A,0.6666666666666666,Low,A,0.79
7367.0,Sean Hull,Female,0.8399999999999999,0.5454545454545455,A,0.3333333333333333,Medium,A,0.59
2388.0,Sarah Welch,Male,1.0,0.5454545454545455,A,0.6666666666666666,High,B,0.69
7852.0,Mr. Stephen Gilmore,Male,0.8399999999999999,0.0,C,0.0,Medium,B,0.8500000000000001
8939.0,Joshua Kane,Male,0.8799999999999999,0.0,B,0.6666666666666666,Low,A,0.7
8272.0,Anthony Wright,Female,0.31999999999999984,0.5454545454545455,A,0.3333333333333333,High,A,0.52
3755.0,Nathaniel Lopez,Female,0.8399999999999999,0.40909090909090906,B,0.6666666666666666,High,A,0.56
9880.0,Darlene Fletcher,Male,0.5999999999999996,0.18181818181818177,A,0.0,High,A,0.65
5305.0,Christopher Moore,Female,0.7999999999999998,0.40909090909090906,A,1.0,High,A,0.8400000000000001
1971.0,Michael Gomez,Female,0.31999999999999984,0.09090909090909094,A,0.0,Low,A,0.9099999999999999
9019.0,Caleb Serrano,Male,0.8399999999999999,0.4545454545454546,C,0.0,Medium,A,0.8200000000000001
7600.0,William Carlson,Female,1.0,0.40909090909090906,A,0.3333333333333333,Low,A,0.9299999999999999
8511.0,Timothy Pruitt,Female,0.7999999999999998,0.18181818181818177,C,1.0,Medium,A,0.75
6533.0,Mario Johnston,Male,0.8399999999999999,0.40909090909090906,A,0.3333333333333333,High,A,0.81
3035.0,Rebecca Kim,Male,0.5999999999999996,0.40909090909090906,A,0.0,High,B,0.9400000000000001
5489.0,Joyce Williams,Male,1.0,0.4545454545454546,A,0.3333333333333333,Low,B,0.53
3688.0,Patricia Williams,Female,1.0,0.7727272727272728,B,0.0,Low,A,0.9299999999999999
3293.0,Michael Payne,Male,0.8399999999999999,0.0,A,0.0,Medium,B,0.62
5065.0,Brooke Friedman,Female,0.5999999999999996,0.4545454545454546,A,0.6666666666666666,Low,B,0.59
1894.0,Daniel Mathis,Male,0.5999999999999996,0.0,A,1.0,Medium,A,0.54
1273.0,Kimberly Randolph,Male,0.5999999999999996,0.4545454545454546,A,0.3333333333333333,High,C,0.75
7939.0,Jack Simmons,Female,0.7999999999999998,0.18181818181818177,B,1.0,High,A,0.54
3545.0,Daniel Mendez,Female,0.0,0.6363636363636364,A,0.6666666666666666,Low,C,0.8600000000000001
5005.0,Travis Lawson,Male,0.0,0.5454545454545455,A,1.0,Low,A,0.65
3735.0,Shawn Galloway,Female,0.31999999999999984,0.4545454545454546,A,0.3333333333333333,Medium,C,0.64
2262.0,Thomas Barnes,Female,0.5999999999999996,0.18181818181818177,A,0.3333333333333333,Medium,A,0.5800000000000001
5444.0,Patrick Thompson,Male,0.8399999999999999,1.0,A,0.6666666666666666,Low,A,0.59
7568.0,Marissa Stewart,Male,0.5999999999999996,0.4545454545454546,A,0.3333333333333333,High,B,0.73
5777.0,Melissa Wilson,Female,0.8399999999999999,0.7727272727272728,A,0.3333333333333333,Low,A,1.0
6488.0,Mark Castillo,Male,0.0,0.4545454545454546,A,1.0,Low,A,0.71
5584.0,Mr. Kent Stanton,Male,0.5999999999999996,0.7727272727272728,B,0.0,Low,A,0.73
2565.0,Tyrone Phillips,Male,0.0,0.5454545454545455,A,1.0,High,C,0.8300000000000001
5778.0,Christopher Collins,Female,1.0,0.0,A,0.3333333333333333,Medium,A,0.62
8404.0,Christopher Mccullough,Female,0.5999999999999996,0.4545454545454546,A,0.6666666666666666,High,A,0.9099999999999999
4522.0,Carla Rodriguez,Female,0.31999999999999984,0.5454545454545455,A,0.3333333333333333,Medium,B,0.52
3848.0,Makayla Howard,Male,0.0,0.40909090909090906,B,0.6666666666666666,High,A,0.73
2989.0,Barbara White,Male,0.5999999999999996,0.7727272727272728,B,1.0,Medium,A,0.8400000000000001
5240.0,Sarah Davis,Male,0.5999999999999996,0.5454545454545455,A,0.3333333333333333,High,A,0.95
1699.0,Cody Donovan,Female,0.5999999999999996,0.09090909090909094,A,0.0,Low,C,0.75
5835.0,Benjamin Alexander,Female,0.0,0.18181818181818177,A,0.3333333333333333,High,A,0.69
9614.0,Isaac Lopez,Male,0.48,0.31818181818181823,C,0.3333333333333333,Medium,B,0.89
7363.0,Ariana Morse,Female,0.31999999999999984,0.31818181818181823,A,1.0,High,A,0.95
9743.0,Amy Lawson,Male,0.8799999999999999,0.6363636363636364,C,0.3333333333333333,High,B,0.62
1462.0,Derek Choi,Female,0.8399999999999999,0.6363636363636364,B,1.0,High,A,0.77
1621.0,Paul Reese,Male,0.5999999999999996,0.7727272727272728,A,1.0,High,B,0.74
3137.0,Francisco Chang,Female,0.31999999999999984,1.0,A,0.3333333333333333,High,A,0.8500000000000001
8157.0,Andrew Wilkerson,Female,1.0,0.09090909090909094,B,1.0,Medium,A,0.8300000000000001
6026.0,Brandon Alvarez,Female,0.31999999999999984,0.09090909090909094,A,1.0,Medium,A,0.52
4619.0,Gary Young,Male,0.5999999999999996,0.09090909090909094,A,0.6666666666666666,High,A,0.99
6500.0,Jessica Wright,Female,0.5999999999999996,0.4545454545454546,A,1.0,Low,A,0.68
2661.0,Alexander Gordon DDS,Female,0.8399999999999999,0.7727272727272728,B,0.3333333333333333,High,A,0.65
2715.0,James Martinez,Male,1.0,0.09090909090909094,C,0.0,Low,A,0.77
8909.0,Francisco Williams,Male,0.0,0.09090909090909094,A,0.0,High,A,0.55
7705.0,Jordan Brooks,Female,0.7199999999999998,0.4545454545454546,A,0.6666666666666666,High,C,0.79
1893.0,Kurt Boyd,Female,0.5999999999999996,0.0,A,0.6666666666666666,Low,A,0.74
4390.0,Bryan Salazar,Male,0.7199999999999998,0.5454545454545455,A,0.6666666666666666,Medium,C,0.74
2493.0,Mrs. Heather Roy,Female,0.31999999999999984,1.0,C,0.3333333333333333,High,A,0.52
4727.0,Kathleen Newton,Male,0.0,0.18181818181818177,C,0.6666666666666666,Low,A,0.79
5896.0,Julian Fox,Male,0.0,0.31818181818181823,B,1.0,Low,A,0.8400000000000001
2970.0,Kylie Hancock,Female,0.31999999999999984,0.09090909090909094,A,1.0,High,A,0.71
4308.0,Matthew Werner,Male,0.8399999999999999,0.4545454545454546,A,0.6666666666666666,High,C,0.78
5525.0,Kelsey Bush,Female,0.5999999999999996,0.6363636363636364,A,0.6666666666666666,Medium,A,0.71
2730.0,Brandon Dickerson,Male,0.7199999999999998,0.18181818181818177,A,0.0,Medium,C,0.8300000000000001
1613.0,Jamie Allen,Male,0.7199999999999998,0.0,B,1.0,Low,C,0.52
4734.0,Elizabeth Chavez,Male,0.7199999999999998,0.40909090909090906,A,0.6666666666666666,Low,C,0.8
8237.0,Melissa Morris,Male,0.0,0.40909090909090906,B,0.3333333333333333,High,B,0.9
9303.0,Donna Hardin,Female,0.31999999999999984,0.18181818181818177,A,0.3333333333333333,High,A,0.9400000000000001
6640.0,Samuel Shaw,Male,0.7199999999999998,0.5454545454545455,A,0.3333333333333333,Medium,A,0.5800000000000001
4626.0,Mike Waters,Male,0.8799999999999999,0.4545454545454546,C,0.6666666666666666,High,A,0.74
5631.0,Barry Jenkins,Female,0.7999999999999998,0.40909090909090906,A,0.3333333333333333,Medium,A,0.9299999999999999
4086.0,Laurie Johnson,Male,0.48,0.7727272727272728,A,1.0,Medium,A,0.8400000000000001
9148.0,John Coleman,Female,0.7199999999999998,0.0,C,0.0,Low,A,0.79
6622.0,John Carter,Male,0.48,0.40909090909090906,A,0.6666666666666666,Medium,B,0.92
5813.0,Mr. Devon Garrett,Male,0.5999999999999996,0.09090909090909094,A,0.6666666666666666,High,A,0.8300000000000001
1879.0,Richard Gonzalez,Male,0.5999999999999996,0.7727272727272728,B,0.6666666666666666,Low,C,0.76
3470.0,Alex White,Male,0.8799999999999999,1.0,C,1.0,Medium,B,0.66
2324.0,Michael Gonzales,Female,1.0,0.09090909090909094,A,0.3333333333333333,High,A,0.64
1076.0,Daniel Herrera,Male,0.48,0.7727272727272728,A,0.3333333333333333,Medium,B,0.6
6615.0,Heidi Simmons,Female,1.0,0.7727272727272728,B,0.0,High,A,0.61
1359.0,Andrea Fuller,Male,0.7999999999999998,1.0,A,0.0,Low,A,0.89
1785.0,David Dunlap,Male,0.5999999999999996,0.31818181818181823,A,0.0,Medium,C,0.56
3508.0,Antonio Mitchell,Male,0.5999999999999996,0.4545454545454546,C,0.6666666666666666,Low,B,0.63
7862.0,Mariah Cole,Male,0.48,0.6363636363636364,A,0.6666666666666666,High,A,0.75
6416.0,Raymond Murillo,Male,0.5999999999999996,0.31818181818181823,A,0.6666666666666666,Low,A,0.0
2659.0,Andrea Bradley,Female,0.8799999999999999,0.40909090909090906,A,0.6666666666666666,Medium,A,0.55
2699.0,Eric Scott,Female,0.8399999999999999,0.40909090909090906,A,0.3333333333333333,High,A,0.69
6664.0,Robin Spears,Female,0.31999999999999984,0.18181818181818177,A,0.3333333333333333,High,B,0.75
3709.0,David Owens,Male,0.5999999999999996,1.0,A,0.3333333333333333,Medium,A,0.75
9328.0,Beverly Fisher,Male,0.5999999999999996,1.0,A,0.3333333333333333,High,A,0.67
